Gene,Chromosome,Start,End
Bn3552,A05,3512291,4384528
Bn3553,A06,2288068,3184920
Bn3554,A05,4573597,4607604
Bn3555,A06,2577369,2694358
Bn3556,A04,2485736,4768180
Bn3557,A07,3924997,4214761
Bn3558,A09,1202740,1793200
Bn3559,A04,4870416,4887055
Bn3560,A05,1581982,3902109
Bn3561,A09,2941478,3743002
Bn3562,A08,2380947,3893724
Bn3563,A05,4039477,4296547
Bn3564,A05,3981431,4538580
Bn3565,A09,3193335,4050593
Bn3566,A06,1544150,2147123
Bn3567,A10,3678735,4555850
Bn3568,A05,2713761,4223189
Bn3569,A08,2219119,3086873
Bn3570,A07,1359248,2809219
Bn3571,A08,2429502,3612372
Bn3572,A06,2325057,3599410
Bn3573,A03,3393179,4851960
Bn3574,A09,2935574,3397052
Bn3575,A02,3195585,3787531
Bn3576,A02,1664560,4751997
Bn3577,A05,2185441,4442126
Bn3578,A06,1982121,4787744
Bn3579,A05,2906024,4281133
Bn3580,A10,2559185,4106654
Bn3581,A06,3574138,4295715
Bn3582,A03,3198066,3572301
Bn3583,A09,2916462,3287353
Bn3584,A06,4555795,4743167
Bn3585,A03,1862915,3304481
Bn3586,A06,3038796,4335161
Bn3587,A07,3708597,4529557
Bn3588,A07,1950026,4689534
Bn3589,A07,4216617,4378333
Bn3590,A03,1800579,4178745
Bn3591,A02,3698629,3811995
Bn3592,A02,1504685,2018785
Bn3593,A07,2144596,3245505
Bn3594,A03,2134784,4211408
Bn3595,A01,2984090,3294858
Bn3596,A01,1771114,1977741
Bn3597,A08,2992037,4372788
Bn3598,A08,4418299,4690071
Bn3599,A10,1767281,4426540
Bn3600,A10,2219044,2569500
Bn3601,A10,1051115,4672440
Bn3602,A05,2929691,4053060
Bn3603,A02,4431075,4447061
Bn3604,A01,4520007,4889928
Bn3605,A05,1510545,3806490
Bn3606,A10,4299611,4305758
Bn3607,A10,4589990,4654642
Bn3608,A07,3454739,4694673
Bn3609,A03,4327707,4641528
Bn3610,A08,1917541,2104516
Bn3611,A10,2391158,4477321
Bn3612,A06,1182859,1187217
Bn3613,A01,2200853,3321787
Bn3614,A02,3854196,4815720
Bn3615,A01,4104918,4625475
Bn3616,A05,2961097,4760317
Bn3617,A04,1083446,1472477
Bn3618,A01,4201736,4204264
Bn3619,A03,2655432,4171160
Bn3620,A05,2282761,2422113
Bn3621,A01,4144971,4388831
Bn3622,A03,4159206,4343215
Bn3623,A08,3208803,4608735
Bn3624,A09,4468671,4606107
Bn3625,A06,1466048,1834055
Bn3626,A10,3607014,4240192
Bn3627,A02,2533959,3381413
Bn3628,A03,4848722,4916911
Bn3629,A06,1041158,2380022
Bn3630,A02,2268331,3149425
Bn3631,A01,2183157,4240700
Bn3632,A06,3074698,4264511
Bn3633,A08,2186695,2932346
Bn3634,A02,2986285,4869086
Bn3635,A10,3211539,4838737
Bn3636,A06,1695730,3167861
Bn3637,A08,1744558,4452218
Bn3638,A09,1187789,3823170
Bn3639,A10,3771119,4463718
Bn3640,A03,1048849,3285354
Bn3641,A05,3950063,4703002
Bn3642,A01,2544671,4124737
Bn3643,A05,1620594,2247309
Bn3644,A10,2439936,4480166
Bn3645,A05,4017475,4976599
Bn3646,A07,2703361,4299705
Bn3647,A07,1559605,4248648
Bn3648,A06,3169740,4699279
Bn3649,A03,1487212,1515951
Bn3650,A09,1306714,4096183
Bn3651,A04,1529939,4919988
Bn3652,A05,3217397,4939639
Bn3653,A05,1827839,4486438
Bn3654,A09,4632956,4768977
Bn3655,A09,1505818,2579161
Bn3656,A05,4760547,4889019
Bn3657,A07,1364605,2407028
Bn3658,A04,2762476,3366138
Bn3659,A06,4117521,4148606
Bn3660,A03,3282353,3430348
Bn3661,A06,2388781,3411251
Bn3662,A03,4970473,4985171
Bn3663,A05,1558767,2748067
Bn3664,A08,2290992,4501915
Bn3665,A04,4562036,4738475
Bn3666,A10,3895700,4243072
Bn3667,A03,2359037,4132329
Bn3668,A02,3297058,3854428
Bn3669,A07,2972380,3181920
Bn3670,A08,3091501,4767231
Bn3671,A02,2784338,4250868
Bn3672,A10,3631688,4624704
Bn3673,A08,3332638,4302710
Bn3674,A05,1896173,2028378
Bn3675,A07,1234793,1374628
Bn3676,A04,3244526,4239600
Bn3677,A09,3174867,3924208
Bn3678,A06,2429154,2746133
Bn3679,A01,2220024,2651426
Bn3680,A07,1290488,1311497
Bn3681,A06,2042845,2890035
Bn3682,A10,2518878,3770617
Bn3683,A08,3965980,4912034
Bn3684,A07,2184696,4261337
Bn3685,A08,2779804,4672346
Bn3686,A08,3521396,3939975
Bn3687,A07,1698040,1919862
Bn3688,A04,2908583,3854759
Bn3689,A07,3072969,4169420
Bn3690,A09,3897564,4011013
Bn3691,A03,3031246,4042453
Bn3692,A03,1132861,3955944
Bn3693,A06,1208297,3797755
Bn3694,A03,1859102,2825950
Bn3695,A04,1898579,4608533
Bn3696,A09,3700045,4074372
Bn3697,A08,2548364,2913720
Bn3698,A01,1212859,2666660
Bn3699,A05,2882660,3345411
Bn3700,A03,4105494,4226302
Bn3701,A03,2353362,3176041
Bn3702,A01,1371650,3667925
Bn3703,A06,4585671,4639876
Bn3704,A09,3539308,4668600
Bn3705,A10,3343749,3850876
Bn3706,A03,4312144,4579385
Bn3707,A05,1750818,4337333
Bn3708,A04,1412744,3696043
Bn3709,A01,3179480,4567292
Bn3710,A06,1751597,3187720
Bn3711,A03,4043653,4779607
Bn3712,A04,2118094,3753895
Bn3713,A09,2059086,2982851
Bn3714,A06,1608966,3621188
Bn3715,A04,2814881,3800900
Bn3716,A07,4482399,4732404
Bn3717,A06,1892918,4430723
Bn3718,A03,1001322,2272483
Bn3719,A01,4068162,4280275
Bn3720,A08,1338611,4752468
Bn3721,A01,3951441,4993361
Bn3722,A06,4254211,4556271
Bn3723,A10,4964159,4980116
Bn3724,A03,3301921,4224243
Bn3725,A07,1226098,1431364
Bn3726,A06,2768649,2970800
Bn3727,A03,1708466,1901704
Bn3728,A08,1777256,2614754
Bn3729,A08,1733794,4842010
Bn3730,A03,4092002,4366563
Bn3731,A10,1464235,3425708
Bn3732,A05,2404259,4502967
Bn3733,A04,3853213,4152198
Bn3734,A08,4347708,4352786
Bn3735,A06,1999100,2027020
Bn3736,A10,2603259,2630253
Bn3737,A08,4494959,4547721
Bn3738,A09,4737372,4885901
Bn3739,A09,4826547,4915099
Bn3740,A06,4953861,4982393
Bn3741,A10,4813994,4971056
Bn3742,A09,3798893,4706581
Bn3743,A06,1909996,4541487
Bn3744,A09,1297046,3641325
Bn3745,A06,3978923,4692134
Bn3746,A05,3808384,4881140
Bn3747,A06,4558224,4808928
Bn3748,A08,4561899,4622444
Bn3749,A08,1052300,4132933
Bn3750,A02,3452904,4249480
Bn3751,A05,2280965,4317196
Bn3752,A09,2452176,4290487
Bn3753,A05,4399875,4737584
Bn3754,A06,1557533,3745346
Bn3755,A06,1980228,4419600
Bn3756,A08,4240046,4303191
Bn3757,A04,2116387,2391589
Bn3758,A03,1293690,2324115
Bn3759,A04,2145167,3709425
Bn3760,A06,3157926,4385495
Bn3761,A02,1903160,3303347
Bn3762,A06,2176529,2225774
Bn3763,A08,1251842,3370155
Bn3764,A07,3717886,4445974
Bn3765,A05,2969920,4878582
Bn3766,A01,4602928,4803154
Bn3767,A10,2460032,2787391
Bn3768,A08,1843742,2058262
Bn3769,A02,3611643,4359242
Bn3770,A01,4162240,4923995
Bn3771,A05,2230194,4047420
Bn3772,A05,2781594,4623066
Bn3773,A06,3702331,4062494
Bn3774,A02,2004369,2780465
Bn3775,A01,3311412,3342529
Bn3776,A05,4834722,4965209
Bn3777,A01,2050642,4513408
Bn3778,A01,4673378,4729264
Bn3779,A10,3439296,4258845
Bn3780,A01,2050603,3739974
Bn3781,A03,4256475,4532905
Bn3782,A04,4163463,4355246
Bn3783,A01,2893971,4681652
Bn3784,A04,1751287,2338369
Bn3785,A08,2546737,4646873
Bn3786,A09,4739382,4878418
Bn3787,A03,3445805,4094354
Bn3788,A04,4649217,4839563
Bn3789,A08,3668305,3841515
Bn3790,A06,1290615,4944813
Bn3791,A08,2389302,3423615
Bn3792,A06,2488249,2933979
Bn3793,A07,1804482,3703523
Bn3794,A07,2605907,4068809
Bn3795,A05,2682136,4918558
Bn3796,A02,1250370,4590906
Bn3797,A06,1590001,2412825
Bn3798,A06,3225420,4568906
Bn3799,A04,3201283,4002543
Bn3800,A06,2260129,4435560
Bn3801,A04,4833813,4890641
Bn3802,A09,1048483,3988018
Bn3803,A01,2893439,3397922
Bn3804,A04,2120291,3714343
Bn3805,A06,2244141,4699554
Bn3806,A06,1713405,4933373
Bn3807,A06,3968164,4124486
Bn3808,A10,1392558,4591049
Bn3809,A07,3408184,4025016
Bn3810,A03,1013800,2037048
Bn3811,A08,1686978,3929561
Bn3812,A09,4228957,4360522
Bn3813,A08,1134458,1488857
Bn3814,A03,4931968,4947684
Bn3815,A08,1474090,4372934
Bn3816,A03,4342481,4814687
Bn3817,A01,2465483,4516463
Bn3818,A02,4529123,4706581
Bn3819,A10,1877291,2478520
Bn3820,A04,2164766,2438094
Bn3821,A06,2995395,3952029
Bn3822,A05,1859706,2851595
Bn3823,A07,2293381,4113964
Bn3824,A10,1975076,2920898
Bn3825,A08,3843018,4251440
Bn3826,A03,3355047,4855965
Bn3827,A06,1882081,3342456
Bn3828,A01,1786071,2662808
Bn3829,A10,1678292,2981577
Bn3830,A09,3842050,4065396
Bn3831,A01,2541272,3780659
Bn3832,A04,1540963,2427157
Bn3833,A08,3228448,4280414
Bn3834,A06,1491360,4779066
Bn3835,A06,2765867,4508711
Bn3836,A01,3999040,4127135
Bn3837,A07,4471803,4990705
Bn3838,A06,4726602,4911674
Bn3839,A10,4870423,4879587
Bn3840,A02,1427163,4646822
Bn3841,A02,1148474,4935571
Bn3842,A08,2227824,4790221
Bn3843,A04,1853800,4774956
Bn3844,A03,2406376,4090641
Bn3845,A06,3307728,4388461
Bn3846,A07,2777757,4867423
Bn3847,A08,1227664,4315225
Bn3848,A06,4754621,4911782
Bn3849,A01,4701364,4840936
Bn3850,A04,1882512,3367207
Bn3851,A06,2081779,3299569
Bn3852,A01,3985824,4349818
Bn3853,A03,4055032,4578627
Bn3854,A07,2720441,3463881
Bn3855,A01,4029843,4556073
Bn3856,A03,1538680,2703431
Bn3857,A10,4179099,4438567
Bn3858,A02,4262692,4776807
Bn3859,A10,3282325,3710298
Bn3860,A03,3805376,4801280
Bn3861,A02,4001023,4972983
Bn3862,A09,3229092,3565993
Bn3863,A09,2500747,2961740
Bn3864,A02,1046359,4848295
Bn3865,A04,2567400,4469148
Bn3866,A01,4231398,4681005
Bn3867,A08,3862467,3891549
Bn3868,A07,2104654,4568294
Bn3869,A10,4499460,4651807
Bn3870,A06,1069753,2005433
Bn3871,A06,1375876,4633926
Bn3872,A10,4930915,4975232
Bn3873,A08,3544990,4635077
Bn3874,A01,3682962,4496806
Bn3875,A03,2406434,3382408
Bn3876,A09,3394376,4699377
Bn3877,A10,3385969,3899712
Bn3878,A03,1807981,2463680
Bn3879,A09,4247516,4670736
Bn3880,A03,2609005,3858588
Bn3881,A07,3851067,4635224
Bn3882,A08,2616143,2675215
Bn3883,A08,4465710,4924710
Bn3884,A07,4911989,4922625
Bn3885,A04,1361287,4595638
Bn3886,A09,3999425,4524403
Bn3887,A05,3999643,4692866
Bn3888,A09,1367344,2477227
Bn3889,A09,2315077,4110006
Bn3890,A04,2185936,3524627
Bn3891,A08,2781968,4515986
Bn3892,A10,2303269,3998088
Bn3893,A02,3589939,4899772
Bn3894,A01,2338947,4986516
Bn3895,A07,3750747,3983368
Bn3896,A06,3014773,3473826
Bn3897,A03,1878190,2367022
Bn3898,A10,3016424,3740904
Bn3899,A08,3024997,4992798
Bn3900,A01,1345348,3591515
Bn3901,A05,2793371,3027357
Bn3902,A10,2896843,4654687
Bn3903,A07,3135761,4479152
Bn3904,A02,4135087,4136435
Bn3905,A04,1791724,4929965
Bn3906,A01,4568415,4582438
Bn3907,A10,2109806,3807103
Bn3908,A03,4567141,4818387
Bn3909,A06,2663543,4703419
Bn3910,A03,3517039,4381932
Bn3911,A01,4165321,4771663
Bn3912,A03,2791528,3011661
Bn3913,A05,4798345,4878789
Bn3914,A06,3210645,4550073
Bn3915,A06,3168472,4619182
Bn3916,A06,3609888,3861112
Bn3917,A02,3421424,3749937
Bn3918,A09,3349036,4556629
Bn3919,A04,1188629,3373074
Bn3920,A07,2563015,4279074
Bn3921,A04,3083699,3377746
Bn3922,A06,4667253,4877443
Bn3923,A02,3846534,4835763
Bn3924,A07,4877639,4976809
Bn3925,A01,4230544,4647050
Bn3926,A07,2565093,4531241
Bn3927,A06,2412272,3912826
Bn3928,A03,1706188,1884129
Bn3929,A08,4228906,4653426
Bn3930,A02,3930453,4563015
Bn3931,A05,3636620,3973203
Bn3932,A09,4892557,4894901
Bn3933,A04,1555662,4401898
Bn3934,A06,2849662,4802830
Bn3935,A10,1394554,2127645
Bn3936,A02,4793458,4799437
Bn3937,A04,4779085,4985884
Bn3938,A03,1318903,4015687
Bn3939,A09,4124796,4385291
Bn3940,A10,3729799,4078517
Bn3941,A04,1742419,2327122
Bn3942,A06,2142963,3867605
Bn3943,A03,4099874,4635670
Bn3944,A01,1630540,2940824
Bn3945,A03,1440469,4901220
Bn3946,A02,4717695,4789683
Bn3947,A06,4016534,4556611
Bn3948,A09,1898464,2070922
Bn3949,A09,4185266,4911992
Bn3950,A03,1164206,4253142
Bn3951,A06,3559646,4900134
Bn3952,A06,1235233,3416345
Bn3953,A08,4060626,4337051
Bn3954,A06,2226863,4146239
Bn3955,A03,4366618,4994457
Bn3956,A04,3457926,4262585
Bn3957,A08,1730686,4026705
Bn3958,A05,4346138,4847213
Bn3959,A08,3849546,4927491
Bn3960,A03,4235015,4237893
Bn3961,A09,4408277,4949178
Bn3962,A08,3758017,4721108
Bn3963,A03,3415131,4457164
Bn3964,A05,3246010,3587237
Bn3965,A06,3251455,4763132
Bn3966,A06,4705334,4751242
Bn3967,A07,1519644,3718445
Bn3968,A10,4165320,4535990
Bn3969,A08,3161189,4000463
Bn3970,A10,2267744,3505828
Bn3971,A06,1986159,4550172
Bn3972,A06,3232960,3980407
Bn3973,A04,2226353,2690081
Bn3974,A05,1450748,3087836
Bn3975,A01,2282414,2622754
Bn3976,A05,3422396,4624582
Bn3977,A02,3358213,3359074
Bn3978,A09,4601788,4689442
Bn3979,A03,1339232,2385298
Bn3980,A03,1473221,3178711
Bn3981,A07,4714236,4833356
Bn3982,A08,1182291,3379595
Bn3983,A03,2419641,3868092
Bn3984,A01,2087763,2646720
Bn3985,A10,3891894,3923738
Bn3986,A07,2439487,3106779
Bn3987,A10,4930453,4985094
Bn3988,A08,1623726,3131507
Bn3989,A02,2488590,3584120
Bn3990,A06,1219853,4939649
Bn3991,A01,1265755,1951371
Bn3992,A07,2916752,4515143
Bn3993,A07,1914340,3222885
Bn3994,A10,4731538,4972408
Bn3995,A06,1491589,3068890
Bn3996,A09,1427753,2931768
Bn3997,A01,1199973,2947720
Bn3998,A10,4044641,4880207
Bn3999,A07,3500870,3737172
Bn4000,A02,2606503,4095963
Bn4001,A05,1272172,1418186
Bn4002,A05,4567792,4777396
Bn4003,A03,3289600,4558610
Bn4004,A06,2667912,4372347
Bn4005,A10,2744912,3317930
Bn4006,A04,4442251,4520432
Bn4007,A09,2483985,2935102
Bn4008,A03,1946061,2158829
Bn4009,A10,3511941,4416967
Bn4010,A05,2712078,3217245
Bn4011,A08,2968778,4786133
Bn4012,A01,4101652,4206294
Bn4013,A08,1019849,1902182
Bn4014,A09,1621042,1934158
Bn4015,A01,2591875,4146678
Bn4016,A08,4479312,4975355
Bn4017,A08,2028897,4447426
Bn4018,A08,2039287,3898864
Bn4019,A07,2652316,3797620
Bn4020,A08,4966829,4980058
Bn4021,A01,4695902,4856940
Bn4022,A04,4890438,4947104
Bn4023,A04,4314725,4525775
Bn4024,A10,3449329,3958888
Bn4025,A04,1140907,4466733
Bn4026,A06,1617002,1637449
Bn4027,A04,4765673,4946702
Bn4028,A07,3625513,4112924
Bn4029,A05,3181342,4667167
Bn4030,A04,3995898,4131895
Bn4031,A06,1128074,3473748
Bn4032,A07,1325999,3597516
Bn4033,A03,3436904,3835526
Bn4034,A01,1956969,2448617
Bn4035,A10,1791961,4122581
Bn4036,A06,3290929,4626522
Bn4037,A08,4593816,4791572
Bn4038,A06,1519244,4439913
Bn4039,A07,2892988,3561689
Bn4040,A07,4444664,4831999
Bn4041,A08,3194729,3699683
Bn4042,A07,4404872,4711582
Bn4043,A10,2478563,2640371
Bn4044,A07,1957135,2361282
Bn4045,A04,2219147,2790104
Bn4046,A02,4075245,4300109
Bn4047,A09,1660239,2208815
Bn4048,A08,3675552,4192634
Bn4049,A02,1295008,2527534
Bn4050,A06,2380432,2391749
Bn4051,A09,2084976,4978883
Bn4052,A01,1633699,1748509
Bn4053,A01,1565743,4670027
Bn4054,A08,3899477,4622186
Bn4055,A01,4440739,4617134
Bn4056,A08,2678501,2680812
Bn4057,A02,3682593,3973314
Bn4058,A10,4323097,4746026
Bn4059,A01,2054657,2432096
Bn4060,A01,4014655,4639395
Bn4061,A01,3734102,3985085
Bn4062,A07,2858695,4491876
Bn4063,A04,4942964,4991521
Bn4064,A02,1567311,2498610
Bn4065,A09,4936680,4976354
Bn4066,A07,3947239,4444714
Bn4067,A02,3275192,3412343
Bn4068,A07,1278769,3134215
Bn4069,A03,4720789,4923449
Bn4070,A07,2421603,3475937
Bn4071,A07,3062645,3651740
Bn4072,A02,3051043,4390258
Bn4073,A01,1980731,4140960
Bn4074,A04,1694570,3444598
Bn4075,A02,4360577,4365480
Bn4076,A04,3679440,4264428
Bn4077,A03,2011537,3202768
Bn4078,A04,3071747,3107771
Bn4079,A08,4201213,4500537
Bn4080,A06,3649469,4872054
Bn4081,A02,4250262,4607424
Bn4082,A07,1618629,1975180
Bn4083,A03,3873494,4286762
Bn4084,A03,3018903,4315240
Bn4085,A08,1991706,4760285
Bn4086,A03,1029096,2890737
Bn4087,A06,2242662,4111556
Bn4088,A04,2057291,3467515
Bn4089,A03,4389914,4942819
Bn4090,A06,4465403,4763713
Bn4091,A09,4369246,4884291
Bn4092,A06,2724460,3222269
Bn4093,A03,1550219,3189458
Bn4094,A01,1302375,1785665
Bn4095,A03,2308814,3975788
Bn4096,A02,4316410,4949355
Bn4097,A03,3833174,4946750
Bn4098,A07,1885077,4099603
Bn4099,A06,4018004,4464834
Bn4100,A02,3992905,4563036
Bn4101,A05,1822308,3593606
Bn4102,A09,4849265,4944410
Bn4103,A03,1104992,2834345
Bn4104,A07,2287746,3038059
Bn4105,A04,2481081,3223451
Bn4106,A04,1713300,3047776
Bn4107,A09,3668679,4332803
Bn4108,A04,2493131,3552439
Bn4109,A02,4503600,4737570
Bn4110,A06,1745487,1959362
Bn4111,A10,1012539,3296827
Bn4112,A07,1965403,4925322
Bn4113,A07,2340610,3711763
Bn4114,A06,4946244,4967146
Bn4115,A04,3920424,4462861
Bn4116,A10,3620352,4846224
Bn4117,A02,2097985,3865884
Bn4118,A03,4868675,4968306
Bn4119,A09,2198840,4055224
Bn4120,A05,3528079,4401185
Bn4121,A05,3116865,4667166
Bn4122,A07,2289968,4528996
Bn4123,A06,2838646,4082006
Bn4124,A09,4494906,4768076
Bn4125,A10,1099344,1969915
Bn4126,A02,1180640,1512116
Bn4127,A10,1991321,4484393
Bn4128,A01,4262611,4949257
Bn4129,A09,3282607,3447800
Bn4130,A06,3505272,4626740
Bn4131,A09,1085062,3429159
Bn4132,A05,2330451,4676626
Bn4133,A01,4598324,4826631
Bn4134,A03,3051344,4795636
Bn4135,A04,3526885,4026120
Bn4136,A06,2123410,4495338
Bn4137,A04,3587974,4794709
Bn4138,A06,1739481,3195891
Bn4139,A01,2183940,3986437
Bn4140,A06,4567499,4629010
Bn4141,A06,1552493,3526411
Bn4142,A03,4089399,4146121
Bn4143,A07,4047916,4717042
Bn4144,A09,4273233,4976274
Bn4145,A07,1976411,4587582
Bn4146,A08,2033577,2725022
Bn4147,A07,2784294,4506513
Bn4148,A08,4798007,4918173
Bn4149,A04,3330119,3964472
Bn4150,A04,4398009,4519748
Bn4151,A04,2612717,3730861
Bn4152,A02,2136797,2276647
Bn4153,A05,2093031,2585636
Bn4154,A06,1665945,4231728
Bn4155,A01,3027752,3138321
Bn4156,A02,2050478,4856117
Bn4157,A07,1541623,2244289
Bn4158,A02,2104031,4588467
Bn4159,A04,3304507,4751276
Bn4160,A03,1828611,4365644
Bn4161,A06,2676742,3103352
Bn4162,A09,3438130,3625571
Bn4163,A01,2581138,3172210
Bn4164,A08,3001216,4462090
Bn4165,A06,3424167,4288249
Bn4166,A01,1563037,3645770
Bn4167,A09,1803297,3934630
Bn4168,A01,1432205,2027215
Bn4169,A04,4068648,4860352
Bn4170,A08,2076431,2879032
Bn4171,A09,4414020,4601307
Bn4172,A03,4083273,4313963
Bn4173,A07,1496777,3216873
Bn4174,A01,2559270,3619453
Bn4175,A04,4805868,4964757
Bn4176,A08,4292847,4846124
Bn4177,A04,1737769,4237565
Bn4178,A07,4929882,4969910
Bn4179,A04,4692713,4732737
Bn4180,A06,4889488,4967201
Bn4181,A10,1230183,4778024
Bn4182,A02,4578088,4714307
Bn4183,A10,4317062,4337331
Bn4184,A03,3852779,3875872
Bn4185,A06,4896770,4984033
Bn4186,A06,3632020,4641957
Bn4187,A06,1327674,2433766
Bn4188,A06,4116987,4286745
Bn4189,A07,3378409,4571892
Bn4190,A10,4347704,4462350
Bn4191,A09,4927837,4986166
Bn4192,A03,4764487,4894088
Bn4193,A10,2075282,2148084
Bn4194,A02,1855595,2021095
Bn4195,A02,1896853,4094649
Bn4196,A03,1298676,4480486
Bn4197,A05,3337401,4028086
Bn4198,A08,3715900,4669192
Bn4199,A06,4826046,4853274
Bn4200,A04,4114852,4258373
Bn4201,A10,2521641,3291607
Bn4202,A08,1461770,2637399
Bn4203,A03,3884231,4911065
Bn4204,A08,4724524,4961841
Bn4205,A07,2067561,2777993
Bn4206,A02,4164640,4761947
Bn4207,A06,4541759,4670577
Bn4208,A08,3461664,4073565
Bn4209,A09,3824171,3965464
Bn4210,A04,1050869,3637523
Bn4211,A04,2013258,3582252
Bn4212,A09,1131843,4562515
Bn4213,A06,3921037,4525695
Bn4214,A05,1901723,3388398
Bn4215,A02,3274754,3982896
Bn4216,A03,3968481,4721550
Bn4217,A06,3586491,4788096
Bn4218,A10,3326714,3897450
Bn4219,A02,2399908,4388756
Bn4220,A06,3458364,4756196
Bn4221,A06,4772671,4795096
Bn4222,A07,4138565,4627724
Bn4223,A06,1344028,3860582
Bn4224,A08,4488397,4804553
Bn4225,A09,1334686,3113608
Bn4226,A08,4757042,4793497
Bn4227,A02,1461892,2937782
Bn4228,A01,4964386,4969925
Bn4229,A02,3987744,4122948
Bn4230,A01,1413890,2047445
Bn4231,A06,1985774,4350296
Bn4232,A01,4636336,4990124
Bn4233,A01,2200360,3807846
Bn4234,A04,4822986,4839112
Bn4235,A01,2709560,3983221
Bn4236,A05,4394806,4764542
Bn4237,A05,2829210,4749198
Bn4238,A03,1073739,1576898
Bn4239,A02,1145827,4712580
Bn4240,A02,4321887,4751854
Bn4241,A05,4710559,4718598
Bn4242,A03,3870179,4764312
Bn4243,A04,3030970,3864329
Bn4244,A06,1241404,2492613
Bn4245,A05,1983069,4796742
Bn4246,A06,1133874,3049762
Bn4247,A07,2887903,4173816
Bn4248,A07,4802758,4943863
Bn4249,A07,2593683,4555328
Bn4250,A01,4267506,4738150
Bn4251,A10,2516097,4863443
Bn4252,A10,3259972,4253434
Bn4253,A10,3033949,4891771
Bn4254,A02,4597366,4795623
Bn4255,A04,1553285,4823494
Bn4256,A04,1483507,3863718
Bn4257,A03,3193717,4305955
Bn4258,A10,4760225,4934925
Bn4259,A10,4767260,4952785
Bn4260,A07,1566100,2447250
Bn4261,A04,4759086,4942854
Bn4262,A09,4916371,4966116
Bn4263,A07,4263145,4598757
Bn4264,A03,2946631,4928619
Bn4265,A07,1309360,4828115
Bn4266,A07,1309875,3444508
Bn4267,A02,3175839,3450844
Bn4268,A10,2916790,4734462
Bn4269,A03,1101115,4693446
Bn4270,A10,3188422,3547121
Bn4271,A04,1627261,2144233
Bn4272,A05,4484739,4843567
Bn4273,A06,4219786,4743494
Bn4274,A03,2665814,3072460
Bn4275,A05,3817515,4289996
Bn4276,A09,1816306,3293868
Bn4277,A07,3544131,4874915
Bn4278,A05,2052303,3171171
Bn4279,A10,2135017,2441740
Bn4280,A05,3159277,4390976
Bn4281,A02,4616700,4644018
Bn4282,A03,4555012,4830565
Bn4283,A03,3873790,4309236
Bn4284,A05,3366304,4382804
Bn4285,A06,1552431,3014883
Bn4286,A01,1678781,2496783
Bn4287,A02,1290515,2564632
Bn4288,A02,4330362,4493086
Bn4289,A02,2536995,4174879
Bn4290,A03,3812722,4614529
Bn4291,A08,4404039,4574173
Bn4292,A06,3221822,3463866
Bn4293,A07,1318135,1474283
Bn4294,A03,2895179,4056656
Bn4295,A09,1282900,1335396
Bn4296,A03,4993024,4994629
Bn4297,A08,4261920,4860222
Bn4298,A10,1914255,2699297
Bn4299,A07,2987923,3995395
Bn4300,A08,4961755,4976361
Bn4301,A03,2116895,4506501
Bn4302,A09,3284265,4215958
Bn4303,A03,3634201,4813576
Bn4304,A08,1962456,4261728
Bn4305,A05,3213174,4439872
Bn4306,A04,1076985,3815173
Bn4307,A02,4438206,4545387
Bn4308,A07,2428667,3668720
Bn4309,A03,1957728,2527006
Bn4310,A04,3377820,4182547
Bn4311,A09,4810795,4903694
Bn4312,A04,1369736,3618906
Bn4313,A01,2131196,4224087
Bn4314,A04,3545657,4186467
Bn4315,A05,3129794,4437679
Bn4316,A08,3359686,4671612
Bn4317,A05,3058023,4053710
Bn4318,A01,1861017,3009422
Bn4319,A02,1399739,1477937
Bn4320,A08,2427093,3511543
Bn4321,A03,3300028,4730408
Bn4322,A02,3911835,4174084
Bn4323,A08,4110904,4271512
Bn4324,A01,1540575,3356721
Bn4325,A03,1668627,4461113
Bn4326,A04,4087435,4451979
Bn4327,A04,2838906,4753092
Bn4328,A08,3601535,4195558
Bn4329,A03,3789016,4572343
Bn4330,A07,1307517,3945197
Bn4331,A02,3970129,4958121
Bn4332,A07,2953860,4473375
Bn4333,A10,1198188,1637318
Bn4334,A01,1941964,3188054
Bn4335,A06,4478351,4574707
Bn4336,A10,4972791,4987010
Bn4337,A04,2914324,4303554
