Chromosomes,Gene,Start,End,Size,Type
chr02,Bn9182,59455273,79654003,20198730,CN
chr02,Bn9183,36694779,76425485,39730706,CNL
chr02,Bn9184,39289679,69719455,30429776,NBS
chr02,Bn9185,76997623,77855349,857726,CNL
chr02,Bn9186,7395674,32581992,25186318,RLK
chr02,Bn9187,83278177,87162130,3883953,CNL
chr02,Bn9188,51720547,67429485,15708938,TNL
chr02,Bn9189,55569852,74700884,19131032,CNL
chr02,Bn9190,44930880,96573219,51642339,CNL
chr02,Bn9191,58127160,88165590,30038430,RLK
chr02,Bn9192,84036534,87615662,3579128,RLP
chr02,Bn9193,72045996,76449432,4403436,NBS
chr02,Bn9194,86407884,88595410,2187526,CN
chr02,Bn9195,3020447,99843951,96823504,CN
chr02,Bn9196,53441747,84673529,31231782,TNL
chr02,Bn9197,90230219,94704608,4474389,TNL
chr02,Bn9198,60649785,65407061,4757276,RLK
chr02,Bn9199,26786543,38390503,11603960,CNL
chr02,Bn9200,44789495,97577923,52788428,CN
chr02,Bn9201,60933002,84700910,23767908,CNL
chr02,Bn9202,16222687,57742146,41519459,RLK
chr02,Bn9203,32249802,60303534,28053732,RLP
chr02,Bn9204,31964376,49630866,17666490,TNL
chr02,Bn9205,33837833,94534360,60696527,CNL
chr02,Bn9206,58733734,84203396,25469662,RLK
chr02,Bn9207,97932067,99938803,2006736,RLK
chr02,Bn9208,89758686,93626074,3867388,NBS
chr02,Bn9209,79932149,97382989,17450840,NBS
chr02,Bn9210,95261172,95694972,433800,NBS
chr02,Bn9211,51227083,53415046,2187963,TNL
chr02,Bn9212,74604170,97977707,23373537,RLP
chr02,Bn9213,92245437,93136710,891273,NBS
chr02,Bn9214,88329223,93115585,4786362,CN
chr02,Bn9215,40814632,50861178,10046546,TNL
chr02,Bn9216,86338350,92343339,6004989,TN
chr02,Bn9217,82998839,90992271,7993432,NBS
chr02,Bn9218,19171190,68709889,49538699,TN
chr02,Bn9219,43072801,93967304,50894503,TNL
chr02,Bn9220,68950488,83802361,14851873,NBS
chr02,Bn9221,89705684,96774055,7068371,CNL
chr02,Bn9222,53821484,66475437,12653953,NBS
chr02,Bn9223,96612228,98487495,1875267,CN
chr02,Bn9224,18246603,29549709,11303106,RLK
chr02,Bn9225,67730077,75065548,7335471,TN
chr02,Bn9226,54297435,96933771,42636336,RLP
chr02,Bn9227,64621516,94387556,29766040,CNL
chr02,Bn9228,7578901,8679260,1100359,TNL
chr02,Bn9229,85066667,95753171,10686504,CN
chr02,Bn9230,61800318,63180620,1380302,RLP
chr02,Bn9231,50971116,88529905,37558789,NBS
chr02,Bn9232,45880194,75373489,29493295,TN
chr02,Bn9233,88229119,93664894,5435775,RLK
chr02,Bn9234,30119332,32078863,1959531,CNL
chr02,Bn9235,38477424,61937891,23460467,RLP
chr02,Bn9236,64000138,65839504,1839366,NBS
chr02,Bn9237,53787874,63035484,9247610,NBS
chr02,Bn9238,93854447,98166874,4312427,CNL
chr02,Bn9239,10639155,27808088,17168933,CN
chr02,Bn9240,87726904,90696576,2969672,RLK
chr02,Bn9241,87597258,93560025,5962767,CNL
chr02,Bn9242,76127164,98717311,22590147,TN
chr02,Bn9243,53373959,60527810,7153851,CN
chr02,Bn9244,40894580,69543763,28649183,RLP
chr02,Bn9245,25764839,94670949,68906110,CN
chr02,Bn9246,29876023,45684324,15808301,CNL
chr02,Bn9247,60123553,87736984,27613431,CNL
chr02,Bn9248,48608341,49390089,781748,RLP
chr02,Bn9249,90319930,92907896,2587966,RLP
chr02,Bn9250,5771545,71473163,65701618,TNL
chr02,Bn9251,18568634,20118221,1549587,CN
chr02,Bn9252,21459035,87426211,65967176,TNL
chr02,Bn9253,5403785,95095497,89691712,TNL
chr02,Bn9254,65088143,74694651,9606508,RLP
chr02,Bn9255,1636520,59242706,57606186,RLK
chr02,Bn9256,29700118,98628012,68927894,NBS
chr02,Bn9257,12485789,85093465,72607676,CNL
chr02,Bn9258,64363029,75182410,10819381,CN
chr02,Bn9259,55842694,94529934,38687240,CNL
chr02,Bn9260,13221170,59379730,46158560,RLP
chr02,Bn9261,79188627,99998405,20809778,TN
chr02,Bn9262,82945933,89567557,6621624,TN
chr02,Bn9263,13574152,63862378,50288226,CN
chr02,Bn9264,56941932,81453007,24511075,TNL
chr02,Bn9265,49918205,82504254,32586049,NBS
chr02,Bn9266,11516146,95428357,83912211,TNL
chr02,Bn9267,55129974,87017568,31887594,RLK
chr02,Bn9268,31647143,62834814,31187671,TN
chr02,Bn9269,31647921,57900498,26252577,CNL
chr02,Bn9270,88792199,97629910,8837711,CN
chr02,Bn9271,89926401,94658539,4732138,RLP
chr02,Bn9272,52793489,80841711,28048222,CNL
chr02,Bn9273,1395496,13024057,11628561,TN
chr02,Bn9274,26361735,64884963,38523228,RLK
chr02,Bn9275,98213180,99175833,962653,TNL
chr02,Bn9276,68436853,96089940,27653087,CN
chr02,Bn9277,81103446,97467734,16364288,RLK
chr02,Bn9278,1165727,58068542,56902815,CNL
chr02,Bn9279,91285427,98947891,7662464,RLP
chr02,Bn9280,4669663,22245075,17575412,CN
chr02,Bn9281,43248169,55632653,12384484,CNL
chr02,Bn9282,66942130,85647646,18705516,TNL
chr02,Bn9283,21224556,37532939,16308383,NBS
chr02,Bn9284,21929092,47207213,25278121,RLP
chr02,Bn9285,98817145,99901022,1083877,CNL
chr02,Bn9286,2630755,92522883,89892128,TN
chr02,Bn9287,77851264,88620815,10769551,CNL
chr02,Bn9288,49739071,84580817,34841746,CN
chr02,Bn9289,55308111,73072914,17764803,CN
chr02,Bn9290,92734201,94202421,1468220,RLP
chr02,Bn9291,21113138,90980571,69867433,NBS
chr02,Bn9292,11210881,77867356,66656475,CNL
chr02,Bn9293,47470953,55801387,8330434,NBS
chr02,Bn9294,68913737,99805321,30891584,NBS
chr02,Bn9295,93501313,97758293,4256980,TNL
chr02,Bn9296,2101709,25802204,23700495,CN
chr02,Bn9297,93939787,99094645,5154858,RLP
chr02,Bn9298,22874143,97425846,74551703,CNL
chr02,Bn9299,16403704,79310390,62906686,CNL
chr02,Bn9300,27065626,79715823,52650197,RLP
chr02,Bn9301,24201601,86622092,62420491,RLP
chr02,Bn9302,80659095,88707832,8048737,CN
chr02,Bn9303,41916185,45042240,3126055,TNL
chr02,Bn9304,49608278,83645077,34036799,CNL
chr02,Bn9305,49729991,86708053,36978062,TNL
chr02,Bn9306,15515509,35130972,19615463,NBS
chr02,Bn9307,79104686,91821599,12716913,RLK
chr02,Bn9308,76611859,88543861,11932002,RLK
chr02,Bn9309,30925783,64226383,33300600,CNL
chr02,Bn9310,56764343,97083527,40319184,NBS
chr02,Bn9311,34097320,52085792,17988472,CN
chr02,Bn9312,39020255,61433637,22413382,RLP
chr02,Bn9313,35767461,58030930,22263469,RLK
chr02,Bn9314,2624400,20900693,18276293,TNL
chr02,Bn9315,57651845,98612219,40960374,TN
chr02,Bn9316,10736616,99216525,88479909,TNL
chr02,Bn9317,3250756,48645337,45394581,NBS
chr02,Bn9318,52345001,61989876,9644875,CNL
chr02,Bn9319,14198063,32900064,18702001,NBS
chr02,Bn9320,7005214,42306386,35301172,TN
chr02,Bn9321,43295969,75858845,32562876,TNL
chr02,Bn9322,46120645,91973243,45852598,RLK
chr02,Bn9323,63426584,74136560,10709976,CN
chr02,Bn9324,70608237,83290135,12681898,CNL
chr02,Bn9325,4202028,10831128,6629100,CN
chr02,Bn9326,87914089,95205769,7291680,CNL
chr02,Bn9327,58909233,83908364,24999131,NBS
chr02,Bn9328,43477827,99597362,56119535,RLP
chr02,Bn9329,20221309,58317102,38095793,NBS
chr02,Bn9330,47521946,67250930,19728984,NBS
chr02,Bn9331,4795569,94222694,89427125,RLP
chr02,Bn9332,1155949,5009062,3853113,TN
chr02,Bn9333,81822171,94819211,12997040,TN
chr02,Bn9334,98396606,99256319,859713,RLK
chr02,Bn9335,44944692,57680531,12735839,TN
chr02,Bn9336,78831367,88380676,9549309,TNL
chr02,Bn9337,69867476,97117977,27250501,TN
chr02,Bn9338,12535034,71568854,59033820,NBS
chr02,Bn9339,65041775,74259906,9218131,RLK
chr02,Bn9340,39669841,57203065,17533224,TNL
chr02,Bn9341,40402380,68062183,27659803,RLP
chr02,Bn9342,76030220,95921341,19891121,CNL
chr02,Bn9343,14191720,51806099,37614379,CN
chr02,Bn9344,92847654,95589992,2742338,CNL
chr02,Bn9345,81977572,94159961,12182389,NBS
chr02,Bn9346,51508954,62910266,11401312,TNL
chr02,Bn9347,32858846,59278743,26419897,TN
chr02,Bn9348,52944778,65578742,12633964,RLK
chr02,Bn9349,34717232,64942652,30225420,CNL
chr02,Bn9350,51740011,97519445,45779434,CN
chr02,Bn9351,20730549,75723164,54992615,TNL
chr02,Bn9352,59059930,88133655,29073725,RLP
chr02,Bn9353,99542376,99749774,207398,CN
chr02,Bn9354,94882194,97027410,2145216,CN
chr02,Bn9355,5225476,42908073,37682597,RLK
chr02,Bn9356,41657399,99225170,57567771,CNL
chr02,Bn9357,46523689,65358023,18834334,RLP
chr02,Bn9358,26957555,40528982,13571427,CNL
chr02,Bn9359,37066153,65249129,28182976,RLK
chr02,Bn9360,61245327,70828174,9582847,NBS
chr02,Bn9361,18285630,76275995,57990365,RLP
chr02,Bn9362,84192746,91255252,7062506,TNL
chr02,Bn9363,51137796,64090866,12953070,RLK
chr02,Bn9364,86979472,98477327,11497855,CN
chr02,Bn9365,3248423,86219297,82970874,NBS
chr02,Bn9366,24185721,98531294,74345573,TN
chr02,Bn9367,21010426,96371071,75360645,NBS
chr02,Bn9368,54090156,92607403,38517247,NBS
chr02,Bn9369,84175388,84643159,467771,TNL
chr02,Bn9370,38660824,80517560,41856736,RLP
chr02,Bn9371,71004070,86326741,15322671,CNL
chr02,Bn9372,79938339,88280510,8342171,CNL
chr02,Bn9373,10063671,47032253,36968582,RLK
chr02,Bn9374,27272090,77786113,50514023,RLK
chr02,Bn9375,57249164,98841284,41592120,CN
chr02,Bn9376,80603967,96994564,16390597,NBS
chr02,Bn9377,89652675,91270892,1618217,CN
chr02,Bn9378,48904334,54642755,5738421,NBS
chr02,Bn9379,21710354,30057805,8347451,TNL
chr02,Bn9380,89510209,95519508,6009299,CN
chr02,Bn9381,69398138,94265798,24867660,TN
chr02,Bn9382,65114482,99807180,34692698,CN
chr02,Bn9383,68877914,99503048,30625134,RLK
chr02,Bn9384,52030273,53977667,1947394,CN
chr02,Bn9385,20206860,47052256,26845396,CN
chr02,Bn9386,80859685,93801698,12942013,CN
chr02,Bn9387,2765565,43292591,40527026,RLK
chr02,Bn9388,1932416,85205855,83273439,RLP
chr02,Bn9389,66393906,76624214,10230308,NBS
chr02,Bn9390,59724382,75271601,15547219,TNL
chr02,Bn9391,81076693,89339240,8262547,RLP
chr02,Bn9392,1344130,55042527,53698397,TNL
chr02,Bn9393,9812184,37583307,27771123,CNL
chr02,Bn9394,90909384,99961729,9052345,RLP
chr02,Bn9395,74681919,77493174,2811255,NBS
chr02,Bn9396,52053626,77234350,25180724,NBS
chr02,Bn9397,84121410,84529402,407992,RLP
chr02,Bn9398,81369029,99975746,18606717,TN
chr02,Bn9399,83713880,94179477,10465597,TNL
chr02,Bn9400,4740668,52763194,48022526,TNL
chr02,Bn9401,52528320,97411858,44883538,TNL
chr02,Bn9402,93738523,96548009,2809486,TN
chr02,Bn9403,23321396,41327902,18006506,NBS
chr02,Bn9404,74983150,96026533,21043383,NBS
chr02,Bn9405,75409556,92833964,17424408,RLP
chr02,Bn9406,36930055,40748447,3818392,CNL
chr02,Bn9407,73377880,81100300,7722420,CN
chr02,Bn9408,28972060,35487434,6515374,RLK
chr02,Bn9409,96217269,96316908,99639,RLK
chr02,Bn9410,12471663,71870393,59398730,TN
chr02,Bn9411,56342797,96168334,39825537,RLK
chr02,Bn9412,69284091,92070245,22786154,TNL
chr02,Bn9413,1644037,67850195,66206158,TN
chr02,Bn9414,54876168,65965325,11089157,CNL
chr02,Bn9415,33160998,41733349,8572351,TN
chr02,Bn9416,94103947,99158128,5054181,RLP
chr02,Bn9417,30276629,39625726,9349097,TN
chr02,Bn9418,36719560,43945069,7225509,RLP
chr02,Bn9419,5359431,38448602,33089171,RLK
chr02,Bn9420,70430862,79483325,9052463,TNL
chr02,Bn9421,87647517,93393182,5745665,RLK
chr02,Bn9422,14790548,38536087,23745539,CNL
chr02,Bn9423,12863394,27252209,14388815,CN
chr02,Bn9424,97035218,99389930,2354712,NBS
chr02,Bn9425,71695823,91843504,20147681,RLP
chr02,Bn9426,53117618,69114039,15996421,RLP
chr02,Bn9427,41643577,72407376,30763799,NBS
chr02,Bn9428,65113554,97650835,32537281,TNL
chr02,Bn9429,87628435,96907479,9279044,TNL
chr02,Bn9430,26248128,70484933,44236805,CNL
chr02,Bn9431,40575865,47831146,7255281,TN
chr02,Bn9432,55848010,83687889,27839879,TN
chr02,Bn9433,66393596,67910011,1516415,TN
chr02,Bn9434,90968830,98260480,7291650,TN
chr02,Bn9435,74686703,99263450,24576747,NBS
chr02,Bn9436,50997980,76711227,25713247,TN
chr02,Bn9437,32552324,65590840,33038516,NBS
chr02,Bn9438,41796880,44699071,2902191,CN
chr02,Bn9439,86032398,87955495,1923097,CN
chr02,Bn9440,48281180,93059696,44778516,NBS
chr02,Bn9441,21417941,71708272,50290331,RLP
chr02,Bn9442,89955303,94382379,4427076,CN
chr02,Bn9443,46179565,59883718,13704153,TN
chr02,Bn9444,75530814,93293674,17762860,TNL
chr02,Bn9445,12896498,55181267,42284769,NBS
chr02,Bn9446,87669112,89428681,1759569,CN
chr02,Bn9447,3950348,79893734,75943386,RLK
chr02,Bn9448,31387688,73843604,42455916,CN
chr02,Bn9449,3021612,85355091,82333479,CN
chr02,Bn9450,26119821,49735661,23615840,RLK
chr02,Bn9451,28086038,75939788,47853750,RLP
chr02,Bn9452,84469107,88198106,3728999,CN
chr02,Bn9453,38896476,75915243,37018767,CN
chr02,Bn9454,62887853,85276241,22388388,CNL
chr02,Bn9455,44382691,64180064,19797373,TNL
chr02,Bn9456,33690390,57217365,23526975,RLP
chr02,Bn9457,85365629,90173842,4808213,CN
chr02,Bn9458,49169741,71794366,22624625,CNL
chr02,Bn9459,97968973,99668458,1699485,RLP
chr02,Bn9460,85636355,86590167,953812,TNL
chr02,Bn9461,64356226,88197646,23841420,NBS
chr02,Bn9462,52314347,78187512,25873165,TN
chr02,Bn9463,67750012,98078693,30328681,TN
chr02,Bn9464,13474027,56312617,42838590,TN
chr02,Bn9465,88021477,93327333,5305856,RLP
chr02,Bn9466,16154687,60087180,43932493,CN
chr02,Bn9467,33841368,73498960,39657592,RLP
chr02,Bn9468,6988478,90589030,83600552,CN
chr02,Bn9469,52685206,77124973,24439767,RLK
chr02,Bn9470,97706167,98999050,1292883,CN
chr02,Bn9471,44108819,56640107,12531288,CNL
chr02,Bn9472,93938022,96824846,2886824,RLP
chr02,Bn9473,26289208,90901391,64612183,NBS
chr02,Bn9474,71461108,91549891,20088783,CN
chr02,Bn9475,93520800,99721836,6201036,TN
chr02,Bn9476,10480421,92019575,81539154,TN
chr02,Bn9477,87372589,96865013,9492424,TNL
chr02,Bn9478,15791141,52894744,37103603,TN
chr02,Bn9479,87714311,89295104,1580793,NBS
chr02,Bn9480,86217278,86229563,12285,CNL
chr02,Bn9481,56764669,99516259,42751590,TNL
chr02,Bn9482,19973732,32106590,12132858,TN
chr02,Bn9483,30883798,98801860,67918062,CNL
chr02,Bn9484,66884902,98740338,31855436,CNL
chr02,Bn9485,37944205,77243098,39298893,TNL
chr02,Bn9486,28220991,61944425,33723434,RLP
chr02,Bn9487,37329461,84105611,46776150,TN
chr02,Bn9488,63518042,81727655,18209613,RLP
chr02,Bn9489,13545422,29846305,16300883,CN
chr02,Bn9490,63375303,82146256,18770953,NBS
chr02,Bn9491,53406504,77883279,24476775,TNL
chr02,Bn9492,34645251,62451682,27806431,RLK
chr02,Bn9493,60457323,77706181,17248858,CN
chr02,Bn9494,23226590,33692033,10465443,CN
chr02,Bn9495,15461684,24243799,8782115,CNL
chr02,Bn9496,83286906,83636195,349289,TN
chr02,Bn9497,79232844,97774154,18541310,CN
chr02,Bn9498,10722844,12340118,1617274,CNL
chr02,Bn9499,8457180,78573394,70116214,TN
chr02,Bn9500,18413794,51697538,33283744,RLK
chr02,Bn9501,19968354,56907230,36938876,TNL
chr02,Bn9502,51489632,98982018,47492386,CNL
chr02,Bn9503,4842310,50313097,45470787,RLP
chr02,Bn9504,64213944,70989619,6775675,NBS
chr02,Bn9505,57715419,70999894,13284475,RLP
chr02,Bn9506,40549088,43704210,3155122,TN
chr02,Bn9507,12785926,40529502,27743576,TNL
chr02,Bn9508,95162002,95937955,775953,CNL
chr02,Bn9509,47538730,50871009,3332279,TN
chr02,Bn9510,53694606,93279462,39584856,CN
chr02,Bn9511,53003927,82398715,29394788,TNL
chr02,Bn9512,86344093,94060762,7716669,TN
chr02,Bn9513,43211686,99323158,56111472,CN
chr02,Bn9514,85892036,98698240,12806204,TNL
chr02,Bn9515,46697541,76713891,30016350,CN
chr02,Bn9516,5223416,91857311,86633895,NBS
chr02,Bn9517,39172800,95076439,55903639,CNL
chr02,Bn9518,60300912,69266034,8965122,TNL
chr02,Bn9519,39093946,59603806,20509860,CN
chr02,Bn9520,57752965,84161280,26408315,TNL
chr02,Bn9521,71988073,77888645,5900572,TNL
chr02,Bn9522,6545063,15335727,8790664,CNL
chr02,Bn9523,24037551,34051495,10013944,NBS
chr02,Bn9524,19208280,78414842,59206562,TN
chr02,Bn9525,99095225,99506489,411264,CNL
chr02,Bn9526,56094102,87991218,31897116,TN
chr02,Bn9527,75232404,91690310,16457906,CNL
chr02,Bn9528,14982794,66312226,51329432,NBS
chr02,Bn9529,42103189,45692308,3589119,CNL
chr02,Bn9530,55131813,69991794,14859981,TN
chr02,Bn9531,73262286,78840702,5578416,CN
chr02,Bn9532,84820757,87879410,3058653,TNL
chr02,Bn9533,18012548,53840180,35827632,NBS
chr02,Bn9534,75671605,86374522,10702917,TNL
chr02,Bn9535,30787931,46397775,15609844,TN
chr02,Bn9536,21323571,26106264,4782693,CN
chr02,Bn9537,84589739,88530748,3941009,CNL
chr02,Bn9538,7914197,19585572,11671375,TN
chr02,Bn9539,15519808,39592615,24072807,TNL
chr02,Bn9540,2837697,38130852,35293155,RLP
chr02,Bn9541,84863702,98280629,13416927,CN
chr02,Bn9542,13481399,48392870,34911471,RLP
chr02,Bn9543,30769974,35586833,4816859,RLK
chr02,Bn9544,77371108,96660583,19289475,RLK
chr02,Bn9545,63241729,74775854,11534125,NBS
chr02,Bn9546,57465474,71570183,14104709,CN
chr02,Bn9547,80862880,86956933,6094053,RLP
chr02,Bn9548,69278212,75295677,6017465,CNL
chr02,Bn9549,90724692,93577505,2852813,RLK
chr02,Bn9550,95585938,95620563,34625,CN
chr02,Bn9551,72881524,90160685,17279161,TN
chr02,Bn9552,51581240,75642461,24061221,NBS
chr02,Bn9553,96563297,98532178,1968881,RLK
chr02,Bn9554,29692868,77776906,48084038,RLP
chr02,Bn9555,62618973,82909898,20290925,NBS
chr02,Bn9556,62296058,80592507,18296449,TN
chr02,Bn9557,68711701,85987093,17275392,RLP
chr02,Bn9558,31976375,53358606,21382231,NBS
chr02,Bn9559,16552070,34206658,17654588,TN
chr02,Bn9560,34417796,36442915,2025119,TNL
chr02,Bn9561,40090548,71329463,31238915,RLK
chr02,Bn9562,81344602,97181775,15837173,NBS
chr02,Bn9563,42440856,74129286,31688430,RLP
chr02,Bn9564,26240438,59835324,33594886,NBS
chr02,Bn9565,43101885,43642540,540655,TNL
chr02,Bn9566,26926581,51849742,24923161,NBS
chr02,Bn9567,41114843,69095981,27981138,TN
chr02,Bn9568,78455159,96662084,18206925,TNL
chr02,Bn9569,48094797,79378211,31283414,TN
chr02,Bn9570,26456415,35268143,8811728,RLP
chr02,Bn9571,87868733,93593638,5724905,CNL
chr02,Bn9572,77051574,77228171,176597,TNL
chr02,Bn9573,66132605,80124892,13992287,CN
chr02,Bn9574,70322000,83550488,13228488,RLK
chr02,Bn9575,77422779,91319033,13896254,RLK
chr02,Bn9576,8218265,66462023,58243758,RLK
chr02,Bn9577,37774549,45424242,7649693,TN
chr02,Bn9578,43787971,66969266,23181295,TN
chr02,Bn9579,34825622,58006494,23180872,TNL
chr02,Bn9580,65867311,66493108,625797,NBS
chr02,Bn9581,96195197,98315726,2120529,NBS
chr02,Bn9582,91075740,98356038,7280298,RLK
chr02,Bn9583,95385520,99234228,3848708,TNL
chr02,Bn9584,6906820,76089910,69183090,CN
chr02,Bn9585,68863489,87456152,18592663,NBS
chr02,Bn9586,51180455,94659894,43479439,CN
chr02,Bn9587,79239410,81956070,2716660,CN
chr02,Bn9588,70831655,90987570,20155915,NBS
chr02,Bn9589,43823146,57162421,13339275,TN
chr02,Bn9590,61010888,87478178,26467290,RLP
chr02,Bn9591,95458601,99129779,3671178,CNL
chr02,Bn9592,20197568,68144589,47947021,CN
chr02,Bn9593,20421721,30666698,10244977,CNL
chr02,Bn9594,75353502,95048693,19695191,CN
chr02,Bn9595,37193096,64287929,27094833,CNL
chr02,Bn9596,79256794,92299228,13042434,NBS
chr02,Bn9597,19635786,90744577,71108791,TNL
chr02,Bn9598,24256943,48152188,23895245,RLK
chr02,Bn9599,1776633,5056922,3280289,RLK
chr02,Bn9600,93337881,97249221,3911340,TNL
chr02,Bn9601,62141758,76495275,14353517,CN
chr02,Bn9602,41944647,59532296,17587649,RLP
chr02,Bn9603,88910674,97475589,8564915,TNL
chr02,Bn9604,14917810,26058842,11141032,NBS
chr02,Bn9605,83842288,99166860,15324572,CN
chr02,Bn9606,30577112,92956018,62378906,RLK
chr02,Bn9607,5727933,67995192,62267259,CN
chr02,Bn9608,21425692,36733140,15307448,TNL
chr02,Bn9609,40435386,94431335,53995949,NBS
chr02,Bn9610,3312685,78126862,74814177,NBS
chr02,Bn9611,41801813,86219747,44417934,TNL
chr02,Bn9612,97659585,98586165,926580,NBS
chr02,Bn9613,8780506,23604009,14823503,TNL
chr02,Bn9614,94927359,96917308,1989949,CN
chr02,Bn9615,10300203,84672357,74372154,CNL
chr02,Bn9616,50961240,93513848,42552608,TN
chr02,Bn9617,67041200,75526979,8485779,NBS
chr02,Bn9618,13899867,23854440,9954573,NBS
chr02,Bn9619,21032105,37914424,16882319,NBS
chr02,Bn9620,15984022,23425002,7440980,TN
chr02,Bn9621,27039442,39154593,12115151,TNL
chr02,Bn9622,4991762,37419903,32428141,RLP
chr02,Bn9623,96225652,97013004,787352,NBS
chr02,Bn9624,72742635,89597355,16854720,CNL
chr02,Bn9625,87732371,96420866,8688495,TNL
chr02,Bn9626,1804982,72035705,70230723,RLP
chr02,Bn9627,59718174,84853342,25135168,TNL
chr02,Bn9628,70631250,79541060,8909810,RLK
chr02,Bn9629,82121508,87689243,5567735,CN
chr02,Bn9630,30364292,99604364,69240072,NBS
chr02,Bn9631,87658320,97801396,10143076,RLK
chr02,Bn9632,9782981,62273495,52490514,NBS
chr02,Bn9633,98654102,99169902,515800,RLP
chr02,Bn9634,11426064,91453413,80027349,TN
chr02,Bn9635,38349109,60098430,21749321,RLP
chr02,Bn9636,98012288,99148157,1135869,TNL
chr02,Bn9637,50344821,95614709,45269888,RLK
chr02,Bn9638,95291466,96885157,1593691,TNL
chr02,Bn9639,8098156,87188816,79090660,RLP
chr02,Bn9640,97387894,99351838,1963944,CNL
chr02,Bn9641,17526531,99859500,82332969,CN
chr02,Bn9642,85994007,86282758,288751,NBS
chr02,Bn9643,72516172,75196426,2680254,RLP
chr02,Bn9644,29813982,62273570,32459588,CNL
chr02,Bn9645,66195299,79828440,13633141,RLP
chr02,Bn9646,2753282,53064874,50311592,CNL
chr02,Bn9647,45922271,64987739,19065468,TNL
chr02,Bn9648,60327367,74723899,14396532,NBS
chr02,Bn9649,5857306,65689614,59832308,RLK
chr02,Bn9650,99212387,99446377,233990,CN
chr02,Bn9651,43936171,74284926,30348755,NBS
chr02,Bn9652,27336177,35397186,8061009,CN
chr02,Bn9653,7363936,99115462,91751526,RLK
chr02,Bn9654,24308283,45249237,20940954,RLP
